# One digest per committed p-code snapshot, so a native reader can be replayed
# against the retail parser's own writes without parsing JSON.
# Produced by tools/emit_ac6_reader_digests.py from analysis/microexec/**.ppc.json.
# digest = FNV-1a 64 over "{address:08x}:{size}:{after_hex}\n" per written run,
# in address order.
# columns: class node_offset run_count written_bytes digest
ActBin	0x4a0	2	104	7825b3e97ea5820d
ActBin	0x15890	2	104	71557b2f601696ce
ActBin	0x3e400	2	104	e2f935e1ab0b9f37
ActBin	0x4b9e0	2	104	d73ca2c25cc43bb9
ActBin	0x521b0	2	104	ed9764527f2671f2
ActBin	0x55900	2	152	d0a2fbca380deaab
ActBin	0x58a20	2	152	da811e66770d7bd9
ActBin	0x5c160	2	152	2cbe2b7a79a41f70
ActBin	0x602d0	2	352	b5d175a66a7bd004
ActBin	0x61230	2	2688	59a3ddf271a28099
ActBin	0x67490	2	2688	c0e492368295f9dc
ActBin	0x944b0	2	152	57d6d2ac58724845
ActBin	0x97f90	2	152	de3361fb94e27e84
ActBin	0xad230	2	2688	4861a4fb5e3463b7
ActBin	0xb9460	2	2688	d258847148e77d89
ActBin	0xc4910	2	200	b4fecbc31bfcbcce
ActBin	0x11b390	2	344	ac002d513ba1e1ed
ActBin	0x166650	2	296	b13bc0df4412f4c4
ActBin	0x1c3ca0	2	104	b77c6db39b9b64f1
ActBin	0x1ff890	2	496	f59ac215fc6d0e1a
ActBin	0x26caa0	2	248	698f1244f2d4c4b9
ActBin	0x2f76c0	2	104	7fc5f671e67255de
ActBin	0x311600	2	104	806510d17e81ea38
ActBin	0x313dc0	2	104	d35ecbb72cb04440
ComBin	0x11d0	1	4	ea0f5286815d2e3a
ComTblBin	0x11a0	2	12	2d808404b4d5bb1c
ManeuverBin	0x1120	2	216	ba7bc74ccd0eb434
ManeuverBin	0x1120	2	216	ba7bc74ccd0eb434
ManeuverBin	0x1fe40	2	216	91377e5fca5ba8ba
ManeuverBin	0x3b0c0	2	216	d7aa345eec2fd685
ManeuverBin	0x78060	2	204	500486248c6f2f6f
ManeuverBin	0xa13b0	2	216	7b71c90bd373641b
ManeuverBin	0xc19e0	2	216	d635b626905ee1ed
ManeuverBin	0xe5300	2	368	0e2d80eb097225ed
ManeuverBin	0x106c80	2	252	800468c1a0ef3cb5
ManeuverBin	0x128e10	2	204	963a2968709bf7c9
ManeuverBin	0x1460b0	2	264	811ac8a0735bd178
ManeuverBin	0x1634f0	2	104	1ba75ef89cf90b4d
ManeuverBin	0x183410	2	204	264fe82eb90eccf7
ManeuverBin	0x1a5f50	2	264	05725c9a297d2f5c
ManeuverBin	0x1c1560	2	140	bcd8355e1fbe3a1e
ManeuverBin	0x1e6e60	2	216	40477a871d6cfe50
ManeuverBin	0x202ec0	2	264	e98737176dd49adb
ManeuverBin	0x21dcc0	2	140	272258e667fb0225
ManeuverBin	0x23a3d0	2	204	cb908231f1937786
ManeuverBin	0x255f40	2	136	c76ac959496164cd
ManeuverBin	0x271a00	2	292	c22332db8101aa61
ManeuverBin	0x28eb00	2	104	87470fa3dcabcc91
ManeuverBin	0x2af6e0	2	308	63d435ca5fc3d14c
ManeuverBin	0x2d6a50	2	368	5a97b4f0e5d127e6
ManeuverBin	0x2f9500	2	140	21f578fb3e31f2a1
ObjBin	0x7e0	1	4	01585f6dec400046
ObjBin	0xfa0	3	1068	4ca567e41017df40
ObjBin	0x77d0	7	52	aa44f35ec767c909
ObjBin	0x41b40	3	1068	2d917d23200a9483
ObjBin	0x530c0	6	44	389db7f6d6c80a15
ObjBin	0x5c2e0	5	20	9b1121f9eaaf6339
ObjBin	0x855e0	7	1396	b315d3f67303be2d
ObjBin	0x93fc0	1	4	63ce3a5820dc18bd
ObjBin	0x98b40	2	28	5181a31e64398832
ObjBin	0xbb780	5	1076	86cdaf5a66cad47f
ObjBin	0xc81c0	2	28	bf8ab7be82fbd67b
ObjBin	0xf35c0	4	36	0594cb6c04d224e8
ObjBin	0x11cce0	6	44	02e8f16b08458a28
ObjBin	0x1283c0	8	1412	71c8ba5eaa5e4f6b
